date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,ticker
2025-04-15,139.4600067138672,140.83999633789062,138.02999877929688,138.60000610351562,135.42684936523438,6346800,0.0,0.0,QCOM
2025-04-16,133.67999267578125,137.30999755859375,131.7899932861328,135.74000549316406,132.63235473632812,10417200,0.0,0.0,QCOM
2025-04-17,137.3800048828125,138.14999389648438,135.7100067138672,136.66000366210938,133.53128051757812,7135900,0.0,0.0,QCOM
2025-04-21,134.72999572753906,136.5500030517578,133.36000061035156,136.13999938964844,133.02317810058594,8128300,0.0,0.0,QCOM
2025-04-22,136.75,139.10000610351562,136.49000549316406,138.74000549316406,135.56365966796875,8228000,0.0,0.0,QCOM
2025-04-23,142.5800018310547,143.8800048828125,139.77999877929688,140.4600067138672,137.24429321289062,9073500,0.0,0.0,QCOM
2025-04-24,142.77999877929688,147.82000732421875,141.99000549316406,147.2100067138672,143.83975219726562,8810600,0.0,0.0,QCOM
2025-04-25,146.0800018310547,149.1999969482422,146.0800018310547,148.55999755859375,145.15882873535156,5145600,0.0,0.0,QCOM
2025-04-28,148.17999267578125,149.3000030517578,145.44000244140625,147.6199951171875,144.24034118652344,5743500,0.0,0.0,QCOM
2025-04-29,146.66000366210938,148.25999450683594,145.52000427246094,146.8800048828125,143.51730346679688,6692000,0.0,0.0,QCOM
2025-04-30,145.1999969482422,148.85000610351562,143.8800048828125,148.4600067138672,145.06112670898438,10851900,0.0,0.0,QCOM
2025-05-01,138.7899932861328,138.9600067138672,134.8699951171875,135.2100067138672,132.11448669433594,22836600,0.0,0.0,QCOM
2025-05-02,137.85000610351562,141.41000366210938,137.2899932861328,139.80999755859375,136.60916137695312,13185600,0.0,0.0,QCOM
2025-05-05,138.3000030517578,140.77000427246094,138.2899932861328,139.44000244140625,136.24761962890625,7165300,0.0,0.0,QCOM
2025-05-06,137.82000732421875,140.8000030517578,137.4600067138672,139.89999389648438,136.6970977783203,6957900,0.0,0.0,QCOM
2025-05-07,140.3800048828125,144.6999969482422,140.25,144.3000030517578,140.99635314941406,10196400,0.0,0.0,QCOM
2025-05-08,145.63999938964844,147.5,143.88999938964844,145.10000610351562,141.77806091308594,8489100,0.0,0.0,QCOM
2025-05-09,145.66000366210938,146.97999572753906,144.60000610351562,145.17999267578125,141.85621643066406,6217100,0.0,0.0,QCOM
2025-05-12,154.0800018310547,154.36000061035156,149.8300018310547,152.1199951171875,148.6373291015625,11414600,0.0,0.0,QCOM
2025-05-13,152.00999450683594,153.2899932861328,150.9600067138672,151.33999633789062,147.8751983642578,10160900,0.0,0.0,QCOM
2025-05-14,151.92999267578125,153.27000427246094,150.42999267578125,152.97999572753906,149.47764587402344,6971200,0.0,0.0,QCOM
2025-05-15,151.7100067138672,153.38999938964844,150.17999267578125,152.61000061035156,149.11611938476562,6941200,0.0,0.0,QCOM
2025-05-16,152.8699951171875,153.05999755859375,151.3000030517578,152.5,149.0086212158203,6668000,0.0,0.0,QCOM
2025-05-19,150.5500030517578,153.82000732421875,150.11000061035156,153.6999969482422,150.18116760253906,7241100,0.0,0.0,QCOM
