date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,ticker
2025-04-15,294.30999755859375,296.1700134277344,292.1400146484375,295.29998779296875,286.3174743652344,2593600,0.0,0.0,AMGN
2025-04-16,294.739990234375,294.75,281.0299987792969,282.6400146484375,274.0426025390625,2656300,0.0,0.0,AMGN
2025-04-17,277.0400085449219,278.67999267578125,268.5,277.2900085449219,268.8553466796875,4371800,0.0,0.0,AMGN
2025-04-21,277.2900085449219,278.25,270.3599853515625,273.67999267578125,265.3551025390625,1803600,0.0,0.0,AMGN
2025-04-22,275.70001220703125,278.7300109863281,274.489990234375,278.3999938964844,269.9315490722656,2081000,0.0,0.0,AMGN
2025-04-23,279.9100036621094,283.6000061035156,276.4200134277344,277.8999938964844,269.44677734375,2679500,0.0,0.0,AMGN
2025-04-24,278.4700012207031,282.260009765625,274.4200134277344,279.8399963378906,271.3277587890625,2260500,0.0,0.0,AMGN
2025-04-25,279.4700012207031,282.19000244140625,276.44000244140625,280.8399963378906,272.2973327636719,1994600,0.0,0.0,AMGN
2025-04-28,280.6300048828125,284.1000061035156,280.0,283.0899963378906,274.4788818359375,2082400,0.0,0.0,AMGN
2025-04-29,281.1199951171875,289.8999938964844,279.05999755859375,288.55999755859375,279.78253173828125,2147700,0.0,0.0,AMGN
2025-04-30,289.44000244140625,292.0,286.0899963378906,290.9200134277344,282.0707092285156,2612300,0.0,0.0,AMGN
2025-05-01,287.0400085449219,287.8800048828125,282.07000732421875,283.7799987792969,275.14788818359375,2942700,0.0,0.0,AMGN
2025-05-02,291.5,291.6099853515625,275.20001220703125,281.2200012207031,272.665771484375,4537000,0.0,0.0,AMGN
2025-05-05,281.57000732421875,281.9700012207031,276.0899963378906,280.05999755859375,271.5410461425781,2781400,0.0,0.0,AMGN
2025-05-06,277.0899963378906,277.6099853515625,268.80999755859375,270.44000244140625,262.2137145996094,3253400,0.0,0.0,AMGN
2025-05-07,272.0299987792969,276.67999267578125,270.44000244140625,275.8399963378906,267.4494323730469,2363400,0.0,0.0,AMGN
2025-05-08,269.45001220703125,274.7799987792969,266.0199890136719,272.04998779296875,263.7746887207031,3618000,0.0,0.0,AMGN
2025-05-09,270.6600036621094,273.4800109863281,265.6600036621094,265.8599853515625,257.77301025390625,3328900,0.0,0.0,AMGN
2025-05-12,266.4700012207031,276.0899963378906,262.989990234375,274.760009765625,266.40228271484375,4216800,0.0,0.0,AMGN
2025-05-13,273.8299865722656,273.9200134277344,268.5299987792969,270.45001220703125,262.2234191894531,2660700,0.0,0.0,AMGN
2025-05-14,269.8399963378906,270.3399963378906,261.42999267578125,262.2799987792969,254.3018798828125,3933000,0.0,0.0,AMGN
2025-05-15,265.29998779296875,271.69000244140625,264.1499938964844,271.69000244140625,263.4256591796875,3995100,0.0,0.0,AMGN
2025-05-16,270.6600036621094,272.5400085449219,267.7300109863281,272.4100036621094,266.45794677734375,2589300,2.38,0.0,AMGN
2025-05-19,272.5799865722656,276.0,272.0,275.8500061035156,269.8227844238281,2189400,0.0,0.0,AMGN
2025-05-20,275.9100036621094,276.8999938964844,274.2799987792969,275.010009765625,269.0011291503906,2188300,0.0,0.0,AMGN
2025-05-21,274.17999267578125,275.5899963378906,270.510009765625,271.3399963378906,265.41131591796875,2559700,0.0,0.0,AMGN
2025-05-22,271.3399963378906,272.44000244140625,269.1000061035156,271.8999938964844,265.9590759277344,1919800,0.0,0.0,AMGN
2025-05-23,269.4800109863281,272.5199890136719,269.1300048828125,271.6600036621094,265.7243347167969,2532000,0.0,0.0,AMGN
2025-05-27,273.70001220703125,279.6300048828125,273.1199951171875,279.45001220703125,273.3441162109375,2917100,0.0,0.0,AMGN
2025-05-28,279.0199890136719,281.3399963378906,276.6199951171875,278.3999938964844,272.3170471191406,3863800,0.0,0.0,AMGN
2025-05-29,279.2200012207031,283.82000732421875,278.3999938964844,283.5400085449219,277.3447570800781,2801900,0.0,0.0,AMGN
2025-05-30,282.6099853515625,288.80999755859375,281.0400085449219,288.17999267578125,281.88336181640625,5439200,0.0,0.0,AMGN
2025-06-02,285.6400146484375,289.45001220703125,284.7699890136719,288.4700012207031,282.1670227050781,2394000,0.0,0.0,AMGN
2025-06-03,285.5199890136719,291.760009765625,283.0400085449219,289.57000732421875,283.24298095703125,2320400,0.0,0.0,AMGN
2025-06-04,290.19000244140625,293.2099914550781,286.8900146484375,287.010009765625,280.7388916015625,2338300,0.0,0.0,AMGN
2025-06-05,286.3299865722656,291.3599853515625,284.989990234375,287.1000061035156,280.82696533203125,2522400,0.0,0.0,AMGN
2025-06-06,289.79998779296875,293.57000732421875,289.010009765625,290.3299865722656,283.9863586425781,1996100,0.0,0.0,AMGN
2025-06-09,290.4700012207031,291.6600036621094,287.5400085449219,289.9800109863281,283.64404296875,1967100,0.0,0.0,AMGN
2025-06-10,290.0,295.6400146484375,289.7900085449219,293.42999267578125,287.0186462402344,2441500,0.0,0.0,AMGN
2025-06-11,293.2099914550781,294.6700134277344,291.1499938964844,291.80999755859375,285.43402099609375,1828300,0.0,0.0,AMGN
2025-06-12,294.2099914550781,297.44000244140625,292.67999267578125,297.2900085449219,290.7942810058594,2159700,0.0,0.0,AMGN
2025-06-13,294.7300109863281,299.489990234375,294.07000732421875,295.2200012207031,288.76953125,2191200,0.0,0.0,AMGN
2025-06-16,296.30999755859375,298.7699890136719,292.4599914550781,295.55999755859375,289.10211181640625,2047600,0.0,0.0,AMGN
2025-06-17,294.4100036621094,295.79998779296875,289.6300048828125,290.04998779296875,283.7124938964844,2515100,0.0,0.0,AMGN
2025-06-18,290.7900085449219,291.8699951171875,286.6000061035156,289.6300048828125,283.30169677734375,2026800,0.0,0.0,AMGN
2025-06-20,292.1700134277344,294.54998779296875,288.5400085449219,289.3299865722656,283.0082092285156,6801300,0.0,0.0,AMGN
2025-06-23,290.0799865722656,290.6600036621094,267.8299865722656,272.44000244140625,266.4872741699219,5764900,0.0,0.0,AMGN
2025-06-24,273.1300048828125,280.010009765625,269.010009765625,277.489990234375,271.4269104003906,3686900,0.0,0.0,AMGN
2025-06-25,275.79998779296875,280.5400085449219,273.1300048828125,280.3500061035156,274.22442626953125,2740300,0.0,0.0,AMGN
2025-06-26,280.0,286.1700134277344,277.75,279.1099853515625,273.0115051269531,2998200,0.0,0.0,AMGN
2025-06-27,278.57000732421875,281.32000732421875,275.70001220703125,277.1300048828125,271.0747985839844,2894500,0.0,0.0,AMGN
2025-06-30,278.8500061035156,280.0400085449219,276.5799865722656,279.2099914550781,273.1093444824219,2963500,0.0,0.0,AMGN
2025-07-01,280.010009765625,293.9800109863281,278.9800109863281,290.5199890136719,284.1722106933594,3502700,0.0,0.0,AMGN
2025-07-02,291.0299987792969,297.9100036621094,289.5,296.8500061035156,290.36395263671875,2287000,0.0,0.0,AMGN
2025-07-03,297.0,298.989990234375,295.510009765625,298.239990234375,291.7235412597656,1518500,0.0,0.0,AMGN
2025-07-07,297.8800048828125,298.0,291.3800048828125,292.95001220703125,286.5491638183594,2144500,0.0,0.0,AMGN
2025-07-08,291.9599914550781,298.67999267578125,291.25,297.0,290.5106506347656,1534100,0.0,0.0,AMGN
2025-07-09,298.510009765625,301.6600036621094,291.7699890136719,296.5199890136719,290.0411071777344,2098000,0.0,0.0,AMGN
2025-07-10,296.19000244140625,302.3800048828125,295.1700134277344,300.3699951171875,293.8070068359375,1925800,0.0,0.0,AMGN
2025-07-11,298.2300109863281,299.9100036621094,294.0,295.2699890136719,288.81842041015625,1619800,0.0,0.0,AMGN
2025-07-14,293.8599853515625,297.1400146484375,292.8399963378906,297.0299987792969,290.53997802734375,1202300,0.0,0.0,AMGN
2025-07-15,297.19000244140625,297.5299987792969,291.94000244140625,292.510009765625,286.1187438964844,1592700,0.0,0.0,AMGN
2025-07-16,292.510009765625,299.3399963378906,292.3299865722656,299.0199890136719,292.4864807128906,1881000,0.0,0.0,AMGN
2025-07-17,297.5899963378906,299.95001220703125,296.2799987792969,298.25,291.73333740234375,1725600,0.0,0.0,AMGN
2025-07-18,300.92999267578125,301.0,293.75,294.760009765625,288.3196105957031,1967700,0.0,0.0,AMGN
2025-07-21,294.75,297.0899963378906,293.6000061035156,295.8699951171875,289.40533447265625,2025100,0.0,0.0,AMGN
2025-07-22,296.4599914550781,306.79998779296875,295.8599853515625,305.69000244140625,299.0107727050781,2520800,0.0,0.0,AMGN
2025-07-23,307.80999755859375,309.489990234375,305.989990234375,309.2200012207031,302.463623046875,1782700,0.0,0.0,AMGN
2025-07-24,309.2300109863281,311.2799987792969,307.3500061035156,308.54998779296875,301.8082580566406,1531200,0.0,0.0,AMGN
2025-07-25,308.5799865722656,309.0299987792969,304.45001220703125,306.5799865722656,299.88134765625,1451300,0.0,0.0,AMGN
2025-07-28,305.82000732421875,306.0,300.1000061035156,301.2900085449219,294.7069091796875,1948000,0.0,0.0,AMGN
2025-07-29,301.1199951171875,304.07000732421875,297.7799987792969,303.55999755859375,296.92730712890625,1406500,0.0,0.0,AMGN
2025-07-30,304.3299865722656,305.57000732421875,299.6600036621094,301.3699951171875,294.78515625,1550400,0.0,0.0,AMGN
2025-07-31,298.44000244140625,302.9599914550781,293.6300048828125,295.1000061035156,288.65216064453125,2252700,0.0,0.0,AMGN
2025-08-01,297.05999755859375,298.5199890136719,292.5899963378906,296.8800048828125,290.3932800292969,2410900,0.0,0.0,AMGN
2025-08-04,297.29998779296875,302.3299865722656,296.29998779296875,301.94000244140625,295.34271240234375,2316200,0.0,0.0,AMGN
2025-08-05,300.7300109863281,302.1000061035156,297.0199890136719,300.0799865722656,293.5233459472656,2664100,0.0,0.0,AMGN
2025-08-06,295.510009765625,298.5400085449219,281.6499938964844,284.6700134277344,278.4500427246094,4576000,0.0,0.0,AMGN
2025-08-07,287.3500061035156,289.25,281.69000244140625,284.70001220703125,278.4794006347656,2588800,0.0,0.0,AMGN
2025-08-08,283.489990234375,288.489990234375,283.489990234375,288.2300109863281,281.9322814941406,1803300,0.0,0.0,AMGN
2025-08-11,289.739990234375,291.739990234375,284.7200012207031,285.0899963378906,278.86083984375,1856800,0.0,0.0,AMGN
2025-08-12,285.4800109863281,286.260009765625,282.6000061035156,284.9800109863281,278.7532958984375,2200300,0.0,0.0,AMGN
2025-08-13,285.32000732421875,289.5799865722656,284.69000244140625,289.3299865722656,283.0082092285156,1784900,0.0,0.0,AMGN
2025-08-14,288.8800048828125,291.5400085449219,287.4100036621094,290.2900085449219,283.947265625,1932300,0.0,0.0,AMGN
