date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,ticker
2025-04-15,84.62999725341797,84.7300033569336,82.22000122070312,82.37000274658203,79.83272552490234,5829400,0.0,0.0,MDT
2025-04-16,83.19999694824219,84.48999786376953,82.19999694824219,82.69999694824219,80.15255737304688,7111600,0.0,0.0,MDT
2025-04-17,82.51000213623047,83.31999969482422,82.12000274658203,82.5999984741211,80.05563354492188,5940500,0.0,0.0,MDT
2025-04-21,82.5999984741211,82.88999938964844,81.16000366210938,81.80000305175781,79.28028869628906,5220000,0.0,0.0,MDT
2025-04-22,82.80999755859375,83.62000274658203,82.5,83.37000274658203,80.80191802978516,5284900,0.0,0.0,MDT
2025-04-23,84.16000366210938,85.3499984741211,83.36000061035156,83.75,81.17021179199219,6468200,0.0,0.0,MDT
2025-04-24,84.02999877929688,84.54000091552734,83.26000213623047,84.30000305175781,81.7032699584961,5959000,0.0,0.0,MDT
2025-04-25,84.41000366210938,84.66000366210938,83.5,84.16000366210938,81.56758880615234,5879600,0.0,0.0,MDT
2025-04-28,84.5999984741211,84.87999725341797,83.37999725341797,84.04000091552734,81.45127868652344,4513400,0.0,0.0,MDT
2025-04-29,84.0,85.08000183105469,83.80999755859375,84.5999984741211,81.99402618408203,4495500,0.0,0.0,MDT
2025-04-30,84.9800033569336,85.0,83.68000030517578,84.76000213623047,82.14910125732422,7469800,0.0,0.0,MDT
2025-05-01,84.19999694824219,84.4800033569336,82.94999694824219,83.55999755859375,80.98606872558594,6015000,0.0,0.0,MDT
2025-05-02,84.4800033569336,85.06999969482422,83.87999725341797,84.8499984741211,82.236328125,5727500,0.0,0.0,MDT
2025-05-05,84.62999725341797,84.80000305175781,83.2300033569336,83.44999694824219,80.87945556640625,7168400,0.0,0.0,MDT
2025-05-06,83.33999633789062,83.45999908447266,82.04000091552734,82.31999969482422,79.78426361083984,7415800,0.0,0.0,MDT
2025-05-07,82.31999969482422,83.56999969482422,81.87000274658203,83.16000366210938,80.59838104248047,7557000,0.0,0.0,MDT
2025-05-08,83.47000122070312,84.58000183105469,83.16000366210938,83.62000274658203,81.04421997070312,6252400,0.0,0.0,MDT
2025-05-09,83.5,84.23999786376953,83.3499984741211,83.4800033569336,80.90853118896484,6588600,0.0,0.0,MDT
2025-05-12,84.44999694824219,86.25,84.05999755859375,85.80999755859375,83.166748046875,7720300,0.0,0.0,MDT
2025-05-13,85.48999786376953,85.80000305175781,84.80999755859375,85.11000061035156,82.48831939697266,5532400,0.0,0.0,MDT
2025-05-14,84.9000015258789,85.11000061035156,84.08999633789062,84.25,81.65480041503906,5684900,0.0,0.0,MDT
2025-05-15,84.80000305175781,86.12000274658203,84.69999694824219,86.11000061035156,83.45751953125,6567700,0.0,0.0,MDT
2025-05-16,86.12999725341797,86.44999694824219,85.83999633789062,86.44000244140625,83.77735900878906,6506800,0.0,0.0,MDT
2025-05-19,85.79000091552734,87.06999969482422,85.69000244140625,86.97000122070312,84.29103088378906,7296500,0.0,0.0,MDT
2025-05-20,85.41999816894531,86.87000274658203,85.38999938964844,86.37000274658203,83.70951080322266,9253500,0.0,0.0,MDT
2025-05-21,86.58999633789062,88.27999877929688,84.20999908447266,84.41000366210938,81.80988311767578,12936800,0.0,0.0,MDT
2025-05-22,83.27999877929688,83.62999725341797,80.87000274658203,80.91000366210938,78.4177017211914,14683400,0.0,0.0,MDT
2025-05-23,80.62000274658203,80.81999969482422,79.93000030517578,80.68000030517578,78.19477844238281,10571900,0.0,0.0,MDT
2025-05-27,81.1500015258789,81.5999984741211,80.70999908447266,81.18000030517578,78.67938232421875,8294300,0.0,0.0,MDT
2025-05-28,81.5,82.30000305175781,81.13999938964844,81.23999786376953,78.7375259399414,7515900,0.0,0.0,MDT
2025-05-29,81.27999877929688,82.41999816894531,81.25,82.41000366210938,79.87149047851562,8093300,0.0,0.0,MDT
2025-05-30,82.19999694824219,83.2699966430664,81.51000213623047,82.9800033569336,80.42393493652344,11025900,0.0,0.0,MDT
2025-06-02,82.4000015258789,83.7699966430664,82.20999908447266,83.73999786376953,81.16053009033203,7904400,0.0,0.0,MDT
2025-06-03,83.13999938964844,85.62000274658203,83.13999938964844,85.54000091552734,82.90507507324219,11977600,0.0,0.0,MDT
2025-06-04,85.54000091552734,86.3499984741211,85.54000091552734,85.5999984741211,82.96321868896484,9070700,0.0,0.0,MDT
2025-06-05,85.8499984741211,87.20999908447266,85.48999786376953,87.0,84.32010650634766,10361500,0.0,0.0,MDT
2025-06-06,87.29000091552734,87.44999694824219,86.79000091552734,87.44000244140625,84.74655151367188,7577400,0.0,0.0,MDT
2025-06-09,87.4000015258789,87.80999755859375,86.37999725341797,87.44999694824219,84.75624084472656,8624700,0.0,0.0,MDT
2025-06-10,87.72000122070312,88.5,87.45999908447266,87.95999908447266,85.25053405761719,6628000,0.0,0.0,MDT
2025-06-11,87.93000030517578,88.47000122070312,87.76000213623047,88.05999755859375,85.34744262695312,4643300,0.0,0.0,MDT
2025-06-12,88.02999877929688,88.52999877929688,87.6500015258789,88.48999786376953,85.76420593261719,5855300,0.0,0.0,MDT
2025-06-13,88.20999908447266,88.62999725341797,87.08000183105469,87.2699966430664,84.58177947998047,6011700,0.0,0.0,MDT
2025-06-16,88.20999908447266,88.7699966430664,87.58000183105469,87.91999816894531,85.21176147460938,8414700,0.0,0.0,MDT
2025-06-17,88.11000061035156,88.13999938964844,85.95999908447266,86.16999816894531,83.51566314697266,6939100,0.0,0.0,MDT
2025-06-18,86.30999755859375,86.4000015258789,85.41000366210938,85.7300033569336,83.08922576904297,8514400,0.0,0.0,MDT
2025-06-20,86.13999938964844,86.43000030517578,85.7300033569336,86.33999633789062,83.68043518066406,13089200,0.0,0.0,MDT
2025-06-23,86.23999786376953,86.33999633789062,84.58000183105469,85.95999908447266,83.31214141845703,6746800,0.0,0.0,MDT
2025-06-24,85.81999969482422,86.38999938964844,84.94000244140625,86.08000183105469,83.4284439086914,11144100,0.0,0.0,MDT
2025-06-25,85.86000061035156,86.43000030517578,85.44000244140625,85.97000122070312,83.32183837890625,8461700,0.0,0.0,MDT
2025-06-26,85.88999938964844,86.68000030517578,85.5,86.18000030517578,83.52536010742188,11117300,0.0,0.0,MDT
2025-06-27,85.5,86.5199966430664,85.22000122070312,86.0199966430664,84.06283569335938,10134000,0.71,0.0,MDT
2025-06-30,86.6500015258789,87.41000366210938,86.18000030517578,87.16999816894531,85.18667602539062,8205600,0.0,0.0,MDT
2025-07-01,86.83000183105469,88.75,86.70999908447266,88.75,86.7307357788086,10089300,0.0,0.0,MDT
2025-07-02,88.81999969482422,89.16999816894531,88.02999877929688,88.27999877929688,86.27142333984375,8663000,0.0,0.0,MDT
2025-07-03,88.37000274658203,88.69999694824219,88.05999755859375,88.38999938964844,86.37892150878906,2989500,0.0,0.0,MDT
2025-07-07,88.48999786376953,88.6500015258789,87.31999969482422,87.66999816894531,85.67530059814453,7218300,0.0,0.0,MDT
2025-07-08,87.55999755859375,89.04000091552734,87.30999755859375,88.58000183105469,86.5645980834961,5403000,0.0,0.0,MDT
2025-07-09,88.83000183105469,89.1500015258789,87.9800033569336,89.0,86.97504425048828,4673100,0.0,0.0,MDT
2025-07-10,89.2300033569336,90.48999786376953,88.5,89.4000015258789,87.3659439086914,7962900,0.0,0.0,MDT
2025-07-11,91.7699966430664,91.8499984741211,89.06999969482422,89.91999816894531,87.87410736083984,12259500,0.0,0.0,MDT
2025-07-14,89.75,90.23999786376953,88.9800033569336,89.7300033569336,87.68843078613281,8911800,0.0,0.0,MDT
2025-07-15,89.69999694824219,90.12000274658203,88.41000366210938,89.22000122070312,87.1900405883789,8617300,0.0,0.0,MDT
2025-07-16,89.58999633789062,89.91999816894531,89.0199966430664,89.77999877929688,87.73728942871094,5173500,0.0,0.0,MDT
2025-07-17,89.54000091552734,89.69000244140625,88.3499984741211,89.52999877929688,87.49298858642578,6951700,0.0,0.0,MDT
2025-07-18,89.9800033569336,90.5199966430664,89.30999755859375,89.61000061035156,87.5711669921875,6413500,0.0,0.0,MDT
2025-07-21,89.43000030517578,90.45999908447266,89.18000030517578,89.69999694824219,87.65911865234375,6015900,0.0,0.0,MDT
2025-07-22,89.97000122070312,91.91999816894531,89.80999755859375,91.6500015258789,89.56475067138672,7457100,0.0,0.0,MDT
2025-07-23,91.8499984741211,92.7699966430664,90.88999938964844,92.01000213623047,89.91655731201172,7818800,0.0,0.0,MDT
2025-07-24,92.04000091552734,92.5,91.31999969482422,92.31999969482422,90.2195053100586,6684900,0.0,0.0,MDT
2025-07-25,91.97000122070312,93.0999984741211,91.93000030517578,92.94000244140625,90.82540130615234,5376500,0.0,0.0,MDT
2025-07-28,92.72000122070312,92.75,91.87000274658203,91.97000122070312,89.87747955322266,4311500,0.0,0.0,MDT
2025-07-29,91.81999969482422,92.70999908447266,91.75,92.44000244140625,90.33678436279297,4676800,0.0,0.0,MDT
2025-07-30,92.26000213623047,92.37999725341797,91.22000122070312,91.63999938964844,89.55497741699219,5424000,0.0,0.0,MDT
2025-07-31,91.43000030517578,91.69000244140625,90.1500015258789,90.23999786376953,88.18682861328125,8310000,0.0,0.0,MDT
2025-08-01,89.61000061035156,89.95999908447266,88.69000244140625,89.33999633789062,87.30730438232422,6658000,0.0,0.0,MDT
2025-08-04,89.44999694824219,90.12000274658203,88.25,89.63999938964844,87.60047912597656,8078800,0.0,0.0,MDT
2025-08-05,90.13999938964844,90.19999694824219,89.29000091552734,89.66999816894531,87.62979888916016,5597000,0.0,0.0,MDT
2025-08-06,89.68000030517578,90.0,88.95999908447266,89.36000061035156,87.32685089111328,5545000,0.0,0.0,MDT
2025-08-07,89.98999786376953,91.7300033569336,89.7300033569336,91.23999786376953,89.16407012939453,8207000,0.0,0.0,MDT
2025-08-08,91.20999908447266,92.95999908447266,91.19999694824219,92.87999725341797,90.76676940917969,6636900,0.0,0.0,MDT
2025-08-11,92.8499984741211,93.27999877929688,92.3499984741211,92.73999786376953,90.62994384765625,6782900,0.0,0.0,MDT
2025-08-12,92.83999633789062,93.12000274658203,91.44999694824219,92.08000183105469,89.98497009277344,5445200,0.0,0.0,MDT
2025-08-13,92.0,93.16000366210938,91.66000366210938,92.91000366210938,90.79608154296875,6596900,0.0,0.0,MDT
2025-08-14,92.8499984741211,92.91000366210938,91.72000122070312,91.9800033569336,89.88724517822266,6873500,0.0,0.0,MDT
2025-08-15,92.5199966430664,93.18000030517578,92.0199966430664,93.0199966430664,90.90357971191406,6641200,0.0,0.0,MDT
2025-08-18,92.7699966430664,93.31999969482422,92.51000213623047,92.80999755859375,90.69834899902344,11581800,0.0,0.0,MDT
2025-08-19,87.83999633789062,90.1500015258789,87.5,89.9000015258789,87.85456848144531,19583900,0.0,0.0,MDT
2025-08-20,90.36000061035156,94.44000244140625,90.29000091552734,93.22000122070312,91.09902954101562,13227300,0.0,0.0,MDT
2025-08-21,93.31999969482422,93.79000091552734,91.02999877929688,91.0999984741211,89.02725982666016,6808600,0.0,0.0,MDT
2025-08-22,91.68000030517578,92.95999908447266,91.68000030517578,92.70999908447266,90.60063171386719,4876000,0.0,0.0,MDT
2025-08-25,92.73999786376953,93.05000305175781,91.91999816894531,92.04000091552734,89.94587707519531,5106500,0.0,0.0,MDT
2025-08-26,92.43000030517578,92.5,91.86000061035156,92.18000030517578,90.08269500732422,6251600,0.0,0.0,MDT
2025-08-27,92.04000091552734,92.18000030517578,91.33000183105469,92.05000305175781,89.95565032958984,4223300,0.0,0.0,MDT
2025-08-28,92.0999984741211,92.0999984741211,91.33000183105469,91.95999908447266,89.86769104003906,5626500,0.0,0.0,MDT
2025-08-29,92.05000305175781,92.81999969482422,91.95999908447266,92.80999755859375,90.69834899902344,5174500,0.0,0.0,MDT
2025-09-02,92.54000091552734,93.83000183105469,92.41000366210938,93.33000183105469,91.20652770996094,7150300,0.0,0.0,MDT
2025-09-03,93.1500015258789,93.55999755859375,91.41999816894531,92.25,90.15109252929688,5365400,0.0,0.0,MDT
2025-09-04,92.26000213623047,94.3499984741211,91.79000091552734,92.8499984741211,90.73744201660156,6641400,0.0,0.0,MDT
2025-09-05,93.13999938964844,93.94000244140625,92.5199966430664,92.9000015258789,90.78630828857422,4856900,0.0,0.0,MDT
